Name,Number,Inning,Bowler,Unable to finish,Notes,Match
Match_7_Innings_1_Over_2,2,Match_7_Innings_1,Margaret Sullivan,No,13/0 score this over,Match_7
Match_7_Innings_1_Over_3,3,Match_7_Innings_1,Edward Phillips,No,10/2 score this over,Match_7
Match_7_Innings_1_Over_4,4,Match_7_Innings_1,Amanda Norman,No,3/0 score this over,Match_7
Match_7_Innings_1_Over_5,5,Match_7_Innings_1,Grant Shaw,No,14/0 score this over,Match_7
Match_7_Innings_1_Over_6,6,Match_7_Innings_1,Edward Phillips,No,4/0 score this over,Match_7
Match_7_Innings_1_Over_7,7,Match_7_Innings_1,Brandon Estrada,No,2/1 score this over,Match_7
Match_7_Innings_1_Over_8,8,Match_7_Innings_1,Amanda Norman,No,1/1 score this over,Match_7
Match_7_Innings_1_Over_9,9,Match_7_Innings_1,Margaret Sullivan,No,1/0 score this over,Match_7
Match_7_Innings_1_Over_10,10,Match_7_Innings_1,Amanda Norman,No,4/0 score this over,Match_7
Match_7_Innings_1_Over_11,11,Match_7_Innings_1,Brandon Estrada,No,8/0 score this over,Match_7
Match_7_Innings_1_Over_12,12,Match_7_Innings_1,Edward Phillips,No,1/0 score this over,Match_7
Match_7_Innings_1_Over_13,13,Match_7_Innings_1,Edward Phillips,No,4/0 score this over,Match_7
Match_7_Innings_1_Over_14,14,Match_7_Innings_1,Amanda Norman,No,14/0 score this over,Match_7
Match_7_Innings_1_Over_15,15,Match_7_Innings_1,Amanda Norman,No,4/0 score this over,Match_7
Match_7_Innings_1_Over_16,16,Match_7_Innings_1,Edward Phillips,No,5/0 score this over,Match_7
Match_7_Innings_1_Over_17,17,Match_7_Innings_1,Grant Shaw,No,4/0 score this over,Match_7
Match_7_Innings_1_Over_18,18,Match_7_Innings_1,Margaret Sullivan,No,20/0 score this over,Match_7
Match_7_Innings_1_Over_19,19,Match_7_Innings_1,Brandon Estrada,No,6/0 score this over,Match_7
Match_7_Innings_1_Over_20,20,Match_7_Innings_1,Margaret Sullivan,No,4/0 score this over,Match_7
Match_7_Innings_2_Over_1,1,Match_7_Innings_2,Nicole Salas,No,8/1 score this over,Match_7
Match_7_Innings_2_Over_2,2,Match_7_Innings_2,Dana Spencer,No,1/1 score this over,Match_7
Match_7_Innings_2_Over_3,3,Match_7_Innings_2,Nicole Church,No,5/0 score this over,Match_7
Match_7_Innings_2_Over_4,4,Match_7_Innings_2,Dana Spencer,No,1/1 score this over,Match_7
Match_7_Innings_2_Over_5,5,Match_7_Innings_2,Stephen Gonzalez,No,18/1 score this over,Match_7
Match_7_Innings_2_Over_6,6,Match_7_Innings_2,Stephen Gonzalez,No,17/0 score this over,Match_7
Match_7_Innings_2_Over_7,7,Match_7_Innings_2,Sandra Salazar,No,4/0 score this over,Match_7
Match_7_Innings_2_Over_8,8,Match_7_Innings_2,Sandra Salazar,No,2/0 score this over,Match_7
Match_7_Innings_2_Over_9,9,Match_7_Innings_2,Nicole Church,No,2/0 score this over,Match_7
Match_7_Innings_2_Over_10_UTF,10,Match_7_Innings_2,Sandra Salazar,Yes,2/0 score this over,Match_7
Match_7_Innings_2_Over_10_Completed,10,Match_7_Innings_2,Nicole Salas,No,3/0 score this over,Match_7
Match_7_Innings_2_Over_11,11,Match_7_Innings_2,Nicole Salas,No,11/0 score this over,Match_7
Match_7_Innings_2_Over_12,12,Match_7_Innings_2,Stephen Gonzalez,No,5/0 score this over,Match_7
Match_7_Innings_2_Over_13,13,Match_7_Innings_2,Sandra Salazar,No,4/0 score this over,Match_7
Match_7_Innings_2_Over_14,14,Match_7_Innings_2,Nicole Church,No,1/0 score this over,Match_7
Match_7_Innings_2_Over_15,15,Match_7_Innings_2,Nicole Church,No,1/0 score this over,Match_7
Match_7_Innings_2_Over_16,16,Match_7_Innings_2,Nicole Salas,No,3/0 score this over,Match_7
Match_7_Innings_2_Over_17,17,Match_7_Innings_2,Nicole Salas,No,1/0 score this over,Match_7
Match_7_Innings_2_Over_18,18,Match_7_Innings_2,Nicole Salas,No,5/0 score this over,Match_7
Match_7_Innings_2_Over_19,19,Match_7_Innings_2,Sandra Salazar,No,11/0 score this over,Match_7
Match_7_Innings_2_Over_20,20,Match_7_Innings_2,Stephen Gonzalez,No,9/0 score this over,Match_7
Match_8_Innings_1_Over_1_UTF,1,Match_8_Innings_1,Rhonda Johnson,Yes,2/2 score this over,Match_8
Match_8_Innings_1_Over_1_Completed,1,Match_8_Innings_1,Connie Hernandez,No,3/0 score this over,Match_8
Match_8_Innings_1_Over_2,2,Match_8_Innings_1,Connie Hernandez,No,5/3 score this over,Match_8
Match_8_Innings_1_Over_3,3,Match_8_Innings_1,Rhonda Johnson,No,15/1 score this over,Match_8
Match_8_Innings_1_Over_4,4,Match_8_Innings_1,Rhonda Johnson,No,19/0 score this over,Match_8
Match_8_Innings_1_Over_5,5,Match_8_Innings_1,Rhonda Johnson,No,9/1 score this over,Match_8
Match_8_Innings_1_Over_6,6,Match_8_Innings_1,Connie Hernandez,No,4/2 score this over,Match_8
Match_8_Innings_1_Over_7,7,Match_8_Innings_1,Jeanette Hampton,No,11/0 score this over,Match_8
Match_8_Innings_1_Over_8,8,Match_8_Innings_1,Rhonda Johnson,No,20/0 score this over,Match_8
Match_8_Innings_1_Over_9,9,Match_8_Innings_1,Johnny Moore,No,16/0 score this over,Match_8
Match_8_Innings_1_Over_10,10,Match_8_Innings_1,David Fletcher,No,6/0 score this over,Match_8
Match_8_Innings_1_Over_11,11,Match_8_Innings_1,Rhonda Johnson,No,5/0 score this over,Match_8
Match_8_Innings_1_Over_12,12,Match_8_Innings_1,David Fletcher,No,7/0 score this over,Match_8
Match_8_Innings_1_Over_13,13,Match_8_Innings_1,Johnny Moore,No,1/0 score this over,Match_8
Match_8_Innings_1_Over_14,14,Match_8_Innings_1,David Fletcher,No,3/0 score this over,Match_8
Match_8_Innings_1_Over_15,15,Match_8_Innings_1,Rhonda Johnson,No,9/0 score this over,Match_8
Match_8_Innings_1_Over_16,16,Match_8_Innings_1,Johnny Moore,No,17/0 score this over,Match_8
Match_8_Innings_1_Over_17,17,Match_8_Innings_1,Jeanette Hampton,No,1/0 score this over,Match_8
Match_8_Innings_1_Over_18,18,Match_8_Innings_1,Rhonda Johnson,No,22/0 score this over,Match_8
Match_8_Innings_1_Over_19,19,Match_8_Innings_1,Johnny Moore,No,16/0 score this over,Match_8
Match_8_Innings_1_Over_20_UTF,20,Match_8_Innings_1,David Fletcher,Yes,7/0 score this over,Match_8
Match_8_Innings_1_Over_20_Completed,20,Match_8_Innings_1,Rhonda Johnson,No,15/0 score this over,Match_8
Match_8_Innings_2_Over_1,1,Match_8_Innings_2,Alyssa Marks,No,21/1 score this over,Match_8
Match_8_Innings_2_Over_2,2,Match_8_Innings_2,Alyssa Marks,No,2/1 score this over,Match_8
Match_8_Innings_2_Over_3,3,Match_8_Innings_2,Samuel Flynn,No,15/2 score this over,Match_8
Match_8_Innings_2_Over_4,4,Match_8_Innings_2,Bianca Gibbs,No,24/0 score this over,Match_8
Match_8_Innings_2_Over_5,5,Match_8_Innings_2,Bianca Gibbs,No,1/0 score this over,Match_8
Match_8_Innings_2_Over_6,6,Match_8_Innings_2,Samuel Flynn,No,1/0 score this over,Match_8
Match_8_Innings_2_Over_7,7,Match_8_Innings_2,Alyssa Marks,No,47/0 score this over,Match_8
Match_8_Innings_2_Over_8,8,Match_8_Innings_2,Roger Fitzgerald,No,13/0 score this over,Match_8
Match_8_Innings_2_Over_9,9,Match_8_Innings_2,Christopher Lee,No,7/0 score this over,Match_8
Match_8_Innings_2_Over_10,10,Match_8_Innings_2,Bianca Gibbs,No,3/0 score this over,Match_8
Match_8_Innings_2_Over_11,11,Match_8_Innings_2,Bianca Gibbs,No,13/0 score this over,Match_8
Match_8_Innings_2_Over_12,12,Match_8_Innings_2,Bianca Gibbs,No,2/0 score this over,Match_8
Match_8_Innings_2_Over_13,13,Match_8_Innings_2,Christopher Lee,No,10/0 score this over,Match_8
Match_8_Innings_2_Over_14,14,Match_8_Innings_2,Alyssa Marks,No,5/0 score this over,Match_8
Match_8_Innings_2_Over_15,15,Match_8_Innings_2,Samuel Flynn,No,12/0 score this over,Match_8
Match_8_Innings_2_Over_16,16,Match_8_Innings_2,Christopher Lee,No,20/0 score this over,Match_8
Match_8_Innings_2_Over_17,17,Match_8_Innings_2,Christopher Lee,No,1/0 score this over,Match_8
Match_8_Innings_2_Over_18,18,Match_8_Innings_2,Christopher Lee,No,1/0 score this over,Match_8
Match_8_Innings_2_Over_19,19,Match_8_Innings_2,Bianca Gibbs,No,12/0 score this over,Match_8
Match_8_Innings_2_Over_20,20,Match_8_Innings_2,Alyssa Marks,No,6/0 score this over,Match_8
Match_9_Innings_1_Over_1,1,Match_9_Innings_1,Rhonda Johnson,No,1/4 score this over,Match_9
Match_9_Innings_1_Over_2,2,Match_9_Innings_1,Connie Hernandez,No,3/0 score this over,Match_9
Match_9_Innings_1_Over_3,3,Match_9_Innings_1,Connie Hernandez,No,3/0 score this over,Match_9
Match_9_Innings_1_Over_4_UTF,4,Match_9_Innings_1,Jeanette Hampton,Yes,1/1 score this over,Match_9
Match_9_Innings_1_Over_4_Completed,4,Match_9_Innings_1,David Fletcher,No,3/0 score this over,Match_9
Match_9_Innings_1_Over_5,5,Match_9_Innings_1,David Fletcher,No,10/0 score this over,Match_9
Match_9_Innings_1_Over_6,6,Match_9_Innings_1,Rhonda Johnson,No,27/0 score this over,Match_9
Match_9_Innings_1_Over_7,7,Match_9_Innings_1,David Fletcher,No,4/0 score this over,Match_9
Match_9_Innings_1_Over_8,8,Match_9_Innings_1,Rhonda Johnson,No,14/0 score this over,Match_9
Match_9_Innings_1_Over_9,9,Match_9_Innings_1,Rhonda Johnson,No,4/0 score this over,Match_9
Match_9_Innings_1_Over_10,10,Match_9_Innings_1,David Fletcher,No,4/0 score this over,Match_9
Match_9_Innings_1_Over_11,11,Match_9_Innings_1,Connie Hernandez,No,11/0 score this over,Match_9
Match_9_Innings_1_Over_12,12,Match_9_Innings_1,Rhonda Johnson,No,3/0 score this over,Match_9
Match_9_Innings_1_Over_13,13,Match_9_Innings_1,Connie Hernandez,No,10/0 score this over,Match_9
Match_9_Innings_1_Over_14,14,Match_9_Innings_1,Connie Hernandez,No,27/0 score this over,Match_9
Match_9_Innings_1_Over_15,15,Match_9_Innings_1,Johnny Moore,No,12/0 score this over,Match_9
Match_9_Innings_1_Over_16,16,Match_9_Innings_1,Rhonda Johnson,No,6/0 score this over,Match_9
Match_9_Innings_1_Over_17,17,Match_9_Innings_1,Johnny Moore,No,34/0 score this over,Match_9
Match_9_Innings_1_Over_18,18,Match_9_Innings_1,Connie Hernandez,No,17/0 score this over,Match_9
Match_9_Innings_1_Over_19,19,Match_9_Innings_1,Jeanette Hampton,No,2/0 score this over,Match_9
Match_9_Innings_1_Over_20,20,Match_9_Innings_1,Rhonda Johnson,No,3/0 score this over,Match_9
Match_9_Innings_2_Over_1,1,Match_9_Innings_2,Amanda Norman,No,5/4 score this over,Match_9
Match_9_Innings_2_Over_2,2,Match_9_Innings_2,Amanda Norman,No,21/0 score this over,Match_9
Match_9_Innings_2_Over_3,3,Match_9_Innings_2,Amanda Norman,No,10/0 score this over,Match_9
Match_9_Innings_2_Over_4,4,Match_9_Innings_2,Margaret Sullivan,No,13/0 score this over,Match_9
Match_9_Innings_2_Over_5,5,Match_9_Innings_2,Grant Shaw,No,28/0 score this over,Match_9
Match_9_Innings_2_Over_6,6,Match_9_Innings_2,Amanda Norman,No,2/0 score this over,Match_9
Match_9_Innings_2_Over_7,7,Match_9_Innings_2,Brandon Estrada,No,9/0 score this over,Match_9
Match_9_Innings_2_Over_8,8,Match_9_Innings_2,Brandon Estrada,No,4/0 score this over,Match_9
Match_9_Innings_2_Over_9,9,Match_9_Innings_2,Margaret Sullivan,No,4/0 score this over,Match_9
Match_9_Innings_2_Over_10,10,Match_9_Innings_2,Amanda Norman,No,14/0 score this over,Match_9
Match_9_Innings_2_Over_11,11,Match_9_Innings_2,Edward Phillips,No,12/0 score this over,Match_9
Match_9_Innings_2_Over_12,12,Match_9_Innings_2,Brandon Estrada,No,3/0 score this over,Match_9
Match_9_Innings_2_Over_13,13,Match_9_Innings_2,Amanda Norman,No,1/0 score this over,Match_9
Match_9_Innings_2_Over_14,14,Match_9_Innings_2,Margaret Sullivan,No,4/0 score this over,Match_9
Match_9_Innings_2_Over_15_UTF,15,Match_9_Innings_2,Edward Phillips,Yes,7/0 score this over,Match_9
Match_9_Innings_2_Over_15_Completed,15,Match_9_Innings_2,Brandon Estrada,No,15/0 score this over,Match_9
Match_9_Innings_2_Over_16,16,Match_9_Innings_2,Margaret Sullivan,No,8/0 score this over,Match_9
Match_9_Innings_2_Over_17,17,Match_9_Innings_2,Grant Shaw,No,3/0 score this over,Match_9
Match_9_Innings_2_Over_18,18,Match_9_Innings_2,Edward Phillips,No,12/0 score this over,Match_9
Match_9_Innings_2_Over_19,19,Match_9_Innings_2,Amanda Norman,No,9/0 score this over,Match_9
Match_9_Innings_2_Over_20,20,Match_9_Innings_2,Amanda Norman,No,20/0 score this over,Match_9
Match_10_Innings_1_Over_1,1,Match_10_Innings_1,Christopher Lee,No,6/3 score this over,Match_10
Match_10_Innings_1_Over_2,2,Match_10_Innings_1,Christopher Lee,No,5/1 score this over,Match_10
Match_10_Innings_1_Over_3,3,Match_10_Innings_1,Christopher Lee,No,8/0 score this over,Match_10
Match_10_Innings_1_Over_4,4,Match_10_Innings_1,Bianca Gibbs,No,19/0 score this over,Match_10
Match_10_Innings_1_Over_5,5,Match_10_Innings_1,Samuel Flynn,No,3/3 score this over,Match_10
Match_10_Innings_1_Over_6,6,Match_10_Innings_1,Christopher Lee,No,2/0 score this over,Match_10
Match_10_Innings_1_Over_7,7,Match_10_Innings_1,Christopher Lee,No,4/0 score this over,Match_10
Match_10_Innings_1_Over_8,8,Match_10_Innings_1,Christopher Lee,No,4/0 score this over,Match_10
Match_10_Innings_1_Over_9,9,Match_10_Innings_1,Samuel Flynn,No,25/1 score this over,Match_10
Match_10_Innings_1_Over_10,10,Match_10_Innings_1,Christopher Lee,No,2/0 score this over,Match_10
Match_10_Innings_1_Over_11,11,Match_10_Innings_1,Bianca Gibbs,No,13/0 score this over,Match_10
Match_10_Innings_1_Over_12,12,Match_10_Innings_1,Roger Fitzgerald,No,2/0 score this over,Match_10
Match_10_Innings_1_Over_13,13,Match_10_Innings_1,Roger Fitzgerald,No,2/0 score this over,Match_10
Match_10_Innings_1_Over_14,14,Match_10_Innings_1,Bianca Gibbs,No,6/0 score this over,Match_10
Match_10_Innings_1_Over_15,15,Match_10_Innings_1,Bianca Gibbs,No,5/0 score this over,Match_10
Match_10_Innings_1_Over_16,16,Match_10_Innings_1,Samuel Flynn,No,3/0 score this over,Match_10
Match_10_Innings_1_Over_17,17,Match_10_Innings_1,Bianca Gibbs,No,12/0 score this over,Match_10
Match_10_Innings_1_Over_18,18,Match_10_Innings_1,Bianca Gibbs,No,4/0 score this over,Match_10
Match_10_Innings_1_Over_19,19,Match_10_Innings_1,Samuel Flynn,No,1/0 score this over,Match_10
Match_10_Innings_1_Over_20,20,Match_10_Innings_1,Christopher Lee,No,2/0 score this over,Match_10
Match_10_Innings_2_Over_1,1,Match_10_Innings_2,Brandon Estrada,No,8/2 score this over,Match_10
Match_10_Innings_2_Over_2,2,Match_10_Innings_2,Edward Phillips,No,5/2 score this over,Match_10
Match_10_Innings_2_Over_3,3,Match_10_Innings_2,Brandon Estrada,No,9/0 score this over,Match_10
Match_10_Innings_2_Over_4,4,Match_10_Innings_2,Brandon Estrada,No,3/2 score this over,Match_10
Match_10_Innings_2_Over_5,5,Match_10_Innings_2,Edward Phillips,No,14/1 score this over,Match_10
Match_10_Innings_2_Over_6,6,Match_10_Innings_2,Brandon Estrada,No,16/0 score this over,Match_10
Match_10_Innings_2_Over_7,7,Match_10_Innings_2,Margaret Sullivan,No,9/0 score this over,Match_10
Match_10_Innings_2_Over_8,8,Match_10_Innings_2,Grant Shaw,No,10/0 score this over,Match_10
Match_10_Innings_2_Over_9,9,Match_10_Innings_2,Amanda Norman,No,4/0 score this over,Match_10
Match_10_Innings_2_Over_10,10,Match_10_Innings_2,Margaret Sullivan,No,9/0 score this over,Match_10
Match_10_Innings_2_Over_11,11,Match_10_Innings_2,Grant Shaw,No,5/0 score this over,Match_10
Match_10_Innings_2_Over_12,12,Match_10_Innings_2,Grant Shaw,No,9/0 score this over,Match_10
Match_10_Innings_2_Over_13,13,Match_10_Innings_2,Edward Phillips,No,4/0 score this over,Match_10
Match_10_Innings_2_Over_14,14,Match_10_Innings_2,Grant Shaw,No,2/0 score this over,Match_10
Match_10_Innings_2_Over_15,15,Match_10_Innings_2,Grant Shaw,No,2/0 score this over,Match_10
Match_10_Innings_2_Over_16,16,Match_10_Innings_2,Edward Phillips,No,3/0 score this over,Match_10
Match_10_Innings_2_Over_17,17,Match_10_Innings_2,Amanda Norman,No,1/0 score this over,Match_10
Match_10_Innings_2_Over_18,18,Match_10_Innings_2,Brandon Estrada,No,2/0 score this over,Match_10
Match_10_Innings_2_Over_19,19,Match_10_Innings_2,Grant Shaw,No,1/0 score this over,Match_10
Match_10_Innings_2_Over_20,20,Match_10_Innings_2,Amanda Norman,No,2/0 score this over,Match_10
Match_11_Innings_1_Over_1,1,Match_11_Innings_1,Philip Rose,No,3/3 score this over,Match_11
Match_11_Innings_1_Over_2,2,Match_11_Innings_1,Philip Rose,No,17/0 score this over,Match_11
Match_11_Innings_1_Over_3,3,Match_11_Innings_1,James Robertson,No,4/0 score this over,Match_11
Match_11_Innings_1_Over_4,4,Match_11_Innings_1,Angela Torres,No,2/0 score this over,Match_11
Match_11_Innings_1_Over_5_UTF,5,Match_11_Innings_1,Lori Brown,Yes,1/0 score this over,Match_11
Match_11_Innings_1_Over_5_Completed,5,Match_11_Innings_1,Angela Torres,No,3/1 score this over,Match_11
Match_11_Innings_1_Over_6,6,Match_11_Innings_1,Tracey Williams,No,8/0 score this over,Match_11
Match_11_Innings_1_Over_7,7,Match_11_Innings_1,Tracey Williams,No,6/0 score this over,Match_11
Match_11_Innings_1_Over_8,8,Match_11_Innings_1,Philip Rose,No,11/0 score this over,Match_11
Match_11_Innings_1_Over_9,9,Match_11_Innings_1,Tracey Williams,No,7/0 score this over,Match_11
Match_11_Innings_1_Over_10,10,Match_11_Innings_1,Angela Torres,No,10/0 score this over,Match_11
Match_11_Innings_1_Over_11,11,Match_11_Innings_1,Philip Rose,No,2/0 score this over,Match_11
Match_11_Innings_1_Over_12,12,Match_11_Innings_1,Angela Torres,No,12/0 score this over,Match_11
Match_11_Innings_1_Over_13,13,Match_11_Innings_1,James Robertson,No,4/0 score this over,Match_11
Match_11_Innings_1_Over_14,14,Match_11_Innings_1,Angela Torres,No,3/0 score this over,Match_11
Match_11_Innings_1_Over_15,15,Match_11_Innings_1,Philip Rose,No,10/0 score this over,Match_11
Match_11_Innings_1_Over_16,16,Match_11_Innings_1,Lori Brown,No,11/0 score this over,Match_11
Match_11_Innings_1_Over_17,17,Match_11_Innings_1,Tracey Williams,No,4/0 score this over,Match_11
Match_11_Innings_1_Over_18,18,Match_11_Innings_1,Lori Brown,No,1/0 score this over,Match_11
Match_11_Innings_1_Over_19,19,Match_11_Innings_1,Lori Brown,No,1/0 score this over,Match_11
Match_11_Innings_1_Over_20,20,Match_11_Innings_1,Lori Brown,No,8/0 score this over,Match_11
Match_11_Innings_2_Over_1,1,Match_11_Innings_2,Isaac Woods,No,1/4 score this over,Match_11
Match_11_Innings_2_Over_2,2,Match_11_Innings_2,Brian Roy,No,23/3 score this over,Match_11
Match_11_Innings_2_Over_3,3,Match_11_Innings_2,Amanda Thomas,No,2/1 score this over,Match_11
Match_11_Innings_2_Over_4,4,Match_11_Innings_2,Robert Rodriguez,No,1/2 score this over,Match_11
Match_11_Innings_2_Over_5,5,Match_11_Innings_2,Dustin Vasquez,No,1/0 score this over,Match_11
Match_11_Innings_2_Over_6,6,Match_11_Innings_2,Robert Rodriguez,No,9/0 score this over,Match_11
Match_11_Innings_2_Over_7,7,Match_11_Innings_2,Robert Rodriguez,No,8/0 score this over,Match_11
Match_11_Innings_2_Over_8,8,Match_11_Innings_2,Dustin Vasquez,No,11/0 score this over,Match_11
Match_11_Innings_2_Over_9_UTF,9,Match_11_Innings_2,Dustin Vasquez,Yes,2/0 score this over,Match_11
Match_11_Innings_2_Over_9_Completed,9,Match_11_Innings_2,Robert Rodriguez,No,3/0 score this over,Match_11
Match_11_Innings_2_Over_10,10,Match_11_Innings_2,Amanda Thomas,No,1/0 score this over,Match_11
Match_11_Innings_2_Over_11,11,Match_11_Innings_2,Amanda Thomas,No,5/0 score this over,Match_11
Match_11_Innings_2_Over_12,12,Match_11_Innings_2,Amanda Thomas,No,3/0 score this over,Match_11
Match_11_Innings_2_Over_13,13,Match_11_Innings_2,Amanda Thomas,No,1/0 score this over,Match_11
Match_11_Innings_2_Over_14,14,Match_11_Innings_2,Amanda Thomas,No,3/0 score this over,Match_11
Match_11_Innings_2_Over_15,15,Match_11_Innings_2,Robert Rodriguez,No,4/0 score this over,Match_11
Match_11_Innings_2_Over_16,16,Match_11_Innings_2,Robert Rodriguez,No,8/0 score this over,Match_11
Match_11_Innings_2_Over_17,17,Match_11_Innings_2,Isaac Woods,No,3/0 score this over,Match_11
Match_11_Innings_2_Over_18,18,Match_11_Innings_2,Isaac Woods,No,8/0 score this over,Match_11
Match_11_Innings_2_Over_19,19,Match_11_Innings_2,Dustin Vasquez,No,12/0 score this over,Match_11
Match_11_Innings_2_Over_20,20,Match_11_Innings_2,Brian Roy,No,8/0 score this over,Match_11
Match_12_Innings_1_Over_1,1,Match_12_Innings_1,Brian Roy,No,6/1 score this over,Match_12
Match_12_Innings_1_Over_2,2,Match_12_Innings_1,Brian Roy,No,33/2 score this over,Match_12
Match_12_Innings_1_Over_3,3,Match_12_Innings_1,Amanda Thomas,No,5/3 score this over,Match_12
Match_12_Innings_1_Over_4,4,Match_12_Innings_1,Dustin Vasquez,No,17/1 score this over,Match_12
Match_12_Innings_1_Over_5,5,Match_12_Innings_1,Isaac Woods,No,1/0 score this over,Match_12
Match_12_Innings_1_Over_6,6,Match_12_Innings_1,Dustin Vasquez,No,17/1 score this over,Match_12
Match_12_Innings_1_Over_7,7,Match_12_Innings_1,Amanda Thomas,No,16/0 score this over,Match_12
Match_12_Innings_1_Over_8,8,Match_12_Innings_1,Dustin Vasquez,No,3/0 score this over,Match_12
Match_12_Innings_1_Over_9,9,Match_12_Innings_1,Robert Rodriguez,No,3/0 score this over,Match_12
Match_12_Innings_1_Over_10,10,Match_12_Innings_1,Isaac Woods,No,19/0 score this over,Match_12
Match_12_Innings_1_Over_11,11,Match_12_Innings_1,Amanda Thomas,No,10/0 score this over,Match_12
