Name,Degree,Module,Year,Degree Credit
PHY-359,MSc Physics,Target Synergistic Interfaces,4,MSc Physics_Year_4
PHY-412,MSc Physics,Implement Next-Generation Bandwidth,4,MSc Physics_Year_4
PHY-286,MSc Physics,Streamline Synergistic E-Markets,4,MSc Physics_Year_4
PHY-267,MSc Physics,Engineer Impactful E-Markets,4,MSc Physics_Year_4
PHY-164,MSc Physics,Engineer World-Class Networks,4,MSc Physics_Year_4
PHY-786,MSc Physics,Deliver User-Centric Experiences,4,MSc Physics_Year_4
PHY-126,MSc Physics,Innovate Magnetic Content,4,MSc Physics_Year_4
PHY-100,MSc Physics,Maximize Innovative E-Commerce,4,MSc Physics_Year_4
PHY-385,MSc Physics,Synthesize Out-Of-The-Box E-Commerce,4,MSc Physics_Year_4
PHY-708,PhD Physics,Generate Turn-Key Channels,1,PhD Physics_Year_1
PHY-737,PhD Physics,Evolve End-To-End Solutions,1,PhD Physics_Year_1
PHY-407,PhD Physics,Enable Rich Partnerships,1,PhD Physics_Year_1
PHY-928,PhD Physics,Exploit B2C Initiatives,1,PhD Physics_Year_1
PHY-177,PhD Physics,Streamline Compelling Schemas,1,PhD Physics_Year_1
PHY-943,PhD Physics,Streamline End-To-End E-Business,1,PhD Physics_Year_1
PHY-341,PhD Physics,Innovate Best-Of-Breed E-Markets,1,PhD Physics_Year_1
PHY-749,PhD Physics,Syndicate Robust Roi,1,PhD Physics_Year_1
PHY-806,PhD Physics,Architect Distributed Niches,1,PhD Physics_Year_1
PHY-682,PhD Physics,Exploit 24/7 Functionalities,1,PhD Physics_Year_1
PHY-249,PhD Physics,Architect Scalable Experiences,2,PhD Physics_Year_2
PHY-649,PhD Physics,Innovate Granular Action-Items,2,PhD Physics_Year_2
PHY-893,PhD Physics,Integrate Leading-Edge Partnerships,2,PhD Physics_Year_2
PHY-477,PhD Physics,Transform Clicks-And-Mortar Markets,2,PhD Physics_Year_2
PHY-734,PhD Physics,Enable Granular Relationships,2,PhD Physics_Year_2
PHY-867,PhD Physics,Incubate Cutting-Edge Channels,2,PhD Physics_Year_2
PHY-477,PhD Physics,Engage Bleeding-Edge Mindshare,2,PhD Physics_Year_2
PHY-978,PhD Physics,Evolve 24/365 E-Commerce,2,PhD Physics_Year_2
PHY-838,PhD Physics,Drive One-To-One Methodologies,2,PhD Physics_Year_2
PHY-177,PhD Physics,Orchestrate Intuitive Metrics,2,PhD Physics_Year_2
PHY-551,PhD Physics,Morph Revolutionary Architectures,3,PhD Physics_Year_3
PHY-286,PhD Physics,Architect Intuitive Functionalities,3,PhD Physics_Year_3
PHY-567,PhD Physics,Deploy Vertical E-Tailers,3,PhD Physics_Year_3
PHY-394,PhD Physics,Integrate Plug-And-Play Synergies,3,PhD Physics_Year_3
PHY-990,PhD Physics,Facilitate Bleeding-Edge Models,3,PhD Physics_Year_3
PHY-805,PhD Physics,Strategize Integrated Users,3,PhD Physics_Year_3
PHY-797,PhD Physics,Benchmark Mission-Critical E-Services,3,PhD Physics_Year_3
PHY-915,PhD Physics,Engage Web-Enabled Systems,3,PhD Physics_Year_3
PHY-814,PhD Physics,Revolutionize Dynamic E-Markets,3,PhD Physics_Year_3
PHY-115,PhD Physics,Visualize Open-Source Eyeballs,3,PhD Physics_Year_3
PHY-134,PhD Physics,Revolutionize Seamless Web-Readiness,4,PhD Physics_Year_4
PHY-937,PhD Physics,Iterate Transparent Technologies,4,PhD Physics_Year_4
PHY-263,PhD Physics,Engineer Ubiquitous Web Services,4,PhD Physics_Year_4
PHY-998,PhD Physics,Evolve Holistic Vortals,4,PhD Physics_Year_4
PHY-415,PhD Physics,Synergize Revolutionary Roi,4,PhD Physics_Year_4
PHY-505,PhD Physics,Deliver End-To-End Action-Items,4,PhD Physics_Year_4
PHY-874,PhD Physics,Aggregate Vertical Niches,4,PhD Physics_Year_4
PHY-956,PhD Physics,Transition Plug-And-Play Functionalities,4,PhD Physics_Year_4
PHY-570,PhD Physics,Iterate Holistic E-Business,4,PhD Physics_Year_4
PHY-329,PhD Physics,Grow Back-End Metrics,4,PhD Physics_Year_4
CHEM-935,BSc Chemistry,Grow Magnetic Mindshare,1,BSc Chemistry_Year_1
CHEM-352,BSc Chemistry,Leverage User-Centric Bandwidth,1,BSc Chemistry_Year_1
CHEM-697,BSc Chemistry,Harness Best-Of-Breed Portals,1,BSc Chemistry_Year_1
CHEM-140,BSc Chemistry,Optimize End-To-End Roi,1,BSc Chemistry_Year_1
CHEM-249,BSc Chemistry,Re-Contextualize Value-Added Technologies,1,BSc Chemistry_Year_1
CHEM-373,BSc Chemistry,Productize Bricks-And-Clicks Interfaces,1,BSc Chemistry_Year_1
CHEM-389,BSc Chemistry,Reinvent Cross-Platform Architectures,1,BSc Chemistry_Year_1
CHEM-378,BSc Chemistry,Target Cross-Media Solutions,1,BSc Chemistry_Year_1
CHEM-909,BSc Chemistry,Morph Value-Added Methodologies,1,BSc Chemistry_Year_1
CHEM-691,BSc Chemistry,Seize Innovative Niches,1,BSc Chemistry_Year_1
CHEM-349,BSc Chemistry,Matrix Seamless Interfaces,2,BSc Chemistry_Year_2
CHEM-961,BSc Chemistry,Grow Magnetic Technologies,2,BSc Chemistry_Year_2
CHEM-255,BSc Chemistry,Transition End-To-End Architectures,2,BSc Chemistry_Year_2
CHEM-467,BSc Chemistry,Mesh User-Centric Eyeballs,2,BSc Chemistry_Year_2
CHEM-114,BSc Chemistry,Revolutionize Cutting-Edge Web Services,2,BSc Chemistry_Year_2
CHEM-632,BSc Chemistry,Incentivize 24/365 E-Markets,2,BSc Chemistry_Year_2
CHEM-864,BSc Chemistry,Unleash Interactive Convergence,2,BSc Chemistry_Year_2
CHEM-330,BSc Chemistry,Exploit Ubiquitous Web Services,2,BSc Chemistry_Year_2
CHEM-155,BSc Chemistry,Empower Visionary Markets,2,BSc Chemistry_Year_2
CHEM-329,BSc Chemistry,Syndicate Next-Generation Schemas,2,BSc Chemistry_Year_2
CHEM-699,BSc Chemistry,Strategize Integrated Eyeballs,3,BSc Chemistry_Year_3
CHEM-137,BSc Chemistry,Implement Robust Metrics,3,BSc Chemistry_Year_3
CHEM-919,BSc Chemistry,Envisioneer Turn-Key Schemas,3,BSc Chemistry_Year_3
CHEM-504,BSc Chemistry,Incubate Scalable E-Tailers,3,BSc Chemistry_Year_3
CHEM-756,BSc Chemistry,Envisioneer Rich Infrastructures,3,BSc Chemistry_Year_3
CHEM-549,BSc Chemistry,Cultivate Rich Channels,3,BSc Chemistry_Year_3
CHEM-629,BSc Chemistry,Leverage Distributed Channels,3,BSc Chemistry_Year_3
CHEM-830,BSc Chemistry,Brand Virtual Platforms,3,BSc Chemistry_Year_3
CHEM-857,BSc Chemistry,Engineer Virtual Infrastructures,3,BSc Chemistry_Year_3
CHEM-394,BSc Chemistry,Leverage Clicks-And-Mortar Synergies,3,BSc Chemistry_Year_3
CHEM-242,BSc Chemistry,Disintermediate Enterprise Info-Mediaries,4,BSc Chemistry_Year_4
CHEM-633,BSc Chemistry,Visualize Plug-And-Play Systems,4,BSc Chemistry_Year_4
CHEM-704,BSc Chemistry,Transform Dot-Com Convergence,4,BSc Chemistry_Year_4
CHEM-200,BSc Chemistry,Unleash Intuitive Schemas,4,BSc Chemistry_Year_4
CHEM-401,BSc Chemistry,Leverage Back-End Experiences,4,BSc Chemistry_Year_4
CHEM-793,BSc Chemistry,Disintermediate Real-Time Models,4,BSc Chemistry_Year_4
CHEM-424,BSc Chemistry,Enable End-To-End Methodologies,4,BSc Chemistry_Year_4
CHEM-405,BSc Chemistry,Enable Back-End Convergence,4,BSc Chemistry_Year_4
CHEM-827,BSc Chemistry,Generate One-To-One Models,4,BSc Chemistry_Year_4
CHEM-810,BSc Chemistry,Enable Bleeding-Edge E-Services,4,BSc Chemistry_Year_4
CHEM-631,MSc Chemistry,Re-Intermediate Out-Of-The-Box Relationships,1,MSc Chemistry_Year_1
CHEM-635,MSc Chemistry,Strategize One-To-One Users,1,MSc Chemistry_Year_1
CHEM-905,MSc Chemistry,Syndicate Clicks-And-Mortar Functionalities,1,MSc Chemistry_Year_1
CHEM-797,MSc Chemistry,Innovate Visionary Web-Readiness,1,MSc Chemistry_Year_1
CHEM-473,MSc Chemistry,Orchestrate Magnetic Deliverables,1,MSc Chemistry_Year_1
CHEM-357,MSc Chemistry,Architect Innovative Partnerships,1,MSc Chemistry_Year_1
CHEM-789,MSc Chemistry,Deploy Efficient E-Tailers,1,MSc Chemistry_Year_1
CHEM-366,MSc Chemistry,Architect Holistic Deliverables,1,MSc Chemistry_Year_1
CHEM-148,MSc Chemistry,Innovate Dot-Com E-Tailers,1,MSc Chemistry_Year_1
CHEM-147,MSc Chemistry,Repurpose Rich E-Services,1,MSc Chemistry_Year_1
CHEM-400,MSc Chemistry,Engage Revolutionary Networks,2,MSc Chemistry_Year_2
CHEM-176,MSc Chemistry,Leverage One-To-One Bandwidth,2,MSc Chemistry_Year_2
CHEM-650,MSc Chemistry,Facilitate Granular Infrastructures,2,MSc Chemistry_Year_2
CHEM-806,MSc Chemistry,Transition Extensible Metrics,2,MSc Chemistry_Year_2
CHEM-698,MSc Chemistry,Empower Transparent E-Commerce,2,MSc Chemistry_Year_2
CHEM-271,MSc Chemistry,Re-Intermediate Dynamic E-Services,2,MSc Chemistry_Year_2
CHEM-917,MSc Chemistry,Cultivate One-To-One Users,2,MSc Chemistry_Year_2
CHEM-510,MSc Chemistry,Benchmark Clicks-And-Mortar Channels,2,MSc Chemistry_Year_2
CHEM-693,MSc Chemistry,Scale Sticky Bandwidth,2,MSc Chemistry_Year_2
CHEM-760,MSc Chemistry,Orchestrate Frictionless Deliverables,2,MSc Chemistry_Year_2
CHEM-135,MSc Chemistry,Embrace Synergistic Eyeballs,3,MSc Chemistry_Year_3
CHEM-463,MSc Chemistry,Strategize World-Class Channels,3,MSc Chemistry_Year_3
CHEM-494,MSc Chemistry,Extend Magnetic Bandwidth,3,MSc Chemistry_Year_3
CHEM-945,MSc Chemistry,Leverage 24/365 Channels,3,MSc Chemistry_Year_3
CHEM-514,MSc Chemistry,Transform 24/7 Platforms,3,MSc Chemistry_Year_3
CHEM-596,MSc Chemistry,Drive Granular Supply-Chains,3,MSc Chemistry_Year_3
CHEM-341,MSc Chemistry,Exploit Transparent Niches,3,MSc Chemistry_Year_3
CHEM-879,MSc Chemistry,Unleash Leading-Edge Eyeballs,3,MSc Chemistry_Year_3
CHEM-797,MSc Chemistry,Leverage Rich Portals,3,MSc Chemistry_Year_3
CHEM-640,MSc Chemistry,Target Viral Relationships,3,MSc Chemistry_Year_3
CHEM-730,MSc Chemistry,Innovate Killer Paradigms,4,MSc Chemistry_Year_4
CHEM-969,MSc Chemistry,Embrace Plug-And-Play Applications,4,MSc Chemistry_Year_4
CHEM-137,MSc Chemistry,Incentivize Proactive Web Services,4,MSc Chemistry_Year_4
CHEM-799,MSc Chemistry,Facilitate Ubiquitous Metrics,4,MSc Chemistry_Year_4
CHEM-884,MSc Chemistry,Expedite Strategic Eyeballs,4,MSc Chemistry_Year_4
CHEM-577,MSc Chemistry,Seize Robust Deliverables,4,MSc Chemistry_Year_4
CHEM-147,MSc Chemistry,Reinvent Integrated Mindshare,4,MSc Chemistry_Year_4
CHEM-508,MSc Chemistry,Enable Transparent Systems,4,MSc Chemistry_Year_4
CHEM-204,MSc Chemistry,Engineer Clicks-And-Mortar Web-Readiness,4,MSc Chemistry_Year_4
CHEM-609,MSc Chemistry,Embrace Best-Of-Breed Interfaces,4,MSc Chemistry_Year_4
CHEM-271,PhD Chemistry,Strategize Virtual Infrastructures,1,PhD Chemistry_Year_1
CHEM-136,PhD Chemistry,Disintermediate One-To-One Info-Mediaries,1,PhD Chemistry_Year_1
CHEM-668,PhD Chemistry,Expedite Efficient Markets,1,PhD Chemistry_Year_1
CHEM-446,PhD Chemistry,Innovate Innovative Schemas,1,PhD Chemistry_Year_1
CHEM-466,PhD Chemistry,E-Enable Cross-Platform Deliverables,1,PhD Chemistry_Year_1
CHEM-198,PhD Chemistry,Monetize Intuitive Architectures,1,PhD Chemistry_Year_1
CHEM-344,PhD Chemistry,Streamline Back-End Content,1,PhD Chemistry_Year_1
CHEM-559,PhD Chemistry,Target Back-End Bandwidth,1,PhD Chemistry_Year_1
CHEM-295,PhD Chemistry,Re-Intermediate Dynamic Web Services,1,PhD Chemistry_Year_1
CHEM-246,PhD Chemistry,Cultivate Leading-Edge Networks,1,PhD Chemistry_Year_1
CHEM-455,PhD Chemistry,Scale Innovative Architectures,2,PhD Chemistry_Year_2
CHEM-753,PhD Chemistry,Embrace 24/365 Architectures,2,PhD Chemistry_Year_2
CHEM-336,PhD Chemistry,Utilize Synergistic Info-Mediaries,2,PhD Chemistry_Year_2
CHEM-589,PhD Chemistry,Synthesize World-Class Synergies,2,PhD Chemistry_Year_2
CHEM-121,PhD Chemistry,Whiteboard Out-Of-The-Box E-Services,2,PhD Chemistry_Year_2
CHEM-557,PhD Chemistry,Seize Out-Of-The-Box Platforms,2,PhD Chemistry_Year_2
CHEM-860,PhD Chemistry,Evolve Cross-Platform Channels,2,PhD Chemistry_Year_2
CHEM-790,PhD Chemistry,Envisioneer Impactful Networks,2,PhD Chemistry_Year_2
CHEM-641,PhD Chemistry,Revolutionize 24/365 Roi,2,PhD Chemistry_Year_2
CHEM-697,PhD Chemistry,Architect Granular E-Business,2,PhD Chemistry_Year_2
CHEM-923,PhD Chemistry,Enable Ubiquitous E-Commerce,3,PhD Chemistry_Year_3
CHEM-581,PhD Chemistry,Maximize Dynamic Models,3,PhD Chemistry_Year_3
CHEM-819,PhD Chemistry,Generate Robust Interfaces,3,PhD Chemistry_Year_3
CHEM-888,PhD Chemistry,Seize Cutting-Edge Metrics,3,PhD Chemistry_Year_3
CHEM-485,PhD Chemistry,Re-Contextualize Leading-Edge Schemas,3,PhD Chemistry_Year_3
CHEM-949,PhD Chemistry,Strategize Dot-Com Applications,3,PhD Chemistry_Year_3
CHEM-907,PhD Chemistry,Facilitate Wireless Networks,3,PhD Chemistry_Year_3
CHEM-597,PhD Chemistry,Leverage Cutting-Edge Bandwidth,3,PhD Chemistry_Year_3
CHEM-766,PhD Chemistry,Redefine Frictionless Communities,3,PhD Chemistry_Year_3
CHEM-134,PhD Chemistry,Monetize E-Business Communities,3,PhD Chemistry_Year_3
CHEM-509,PhD Chemistry,Utilize Revolutionary Web-Readiness,4,PhD Chemistry_Year_4
CHEM-877,PhD Chemistry,Engage Efficient Deliverables,4,PhD Chemistry_Year_4
CHEM-271,PhD Chemistry,Deploy Revolutionary Action-Items,4,PhD Chemistry_Year_4
CHEM-389,PhD Chemistry,E-Enable Visionary Eyeballs,4,PhD Chemistry_Year_4
CHEM-772,PhD Chemistry,Architect Best-Of-Breed Relationships,4,PhD Chemistry_Year_4
CHEM-555,PhD Chemistry,Evolve Synergistic Niches,4,PhD Chemistry_Year_4
CHEM-318,PhD Chemistry,Unleash Web-Enabled Solutions,4,PhD Chemistry_Year_4
CHEM-275,PhD Chemistry,Revolutionize Best-Of-Breed Info-Mediaries,4,PhD Chemistry_Year_4
CHEM-672,PhD Chemistry,Engineer Ubiquitous Channels,4,PhD Chemistry_Year_4
CHEM-272,PhD Chemistry,Architect Clicks-And-Mortar Roi,4,PhD Chemistry_Year_4
BIO-112,BSc Biology,Facilitate Mission-Critical Roi,1,BSc Biology_Year_1
BIO-133,BSc Biology,Leverage Cutting-Edge E-Markets,1,BSc Biology_Year_1
BIO-697,BSc Biology,Redefine Integrated Roi,1,BSc Biology_Year_1
BIO-964,BSc Biology,Enable Extensible Info-Mediaries,1,BSc Biology_Year_1
BIO-490,BSc Biology,Enable World-Class Infrastructures,1,BSc Biology_Year_1
BIO-558,BSc Biology,Reinvent Killer Relationships,1,BSc Biology_Year_1
BIO-719,BSc Biology,Morph Intuitive E-Commerce,1,BSc Biology_Year_1
BIO-378,BSc Biology,Morph Bleeding-Edge E-Markets,1,BSc Biology_Year_1
BIO-733,BSc Biology,Implement Turn-Key Interfaces,1,BSc Biology_Year_1
BIO-375,BSc Biology,Transition Sticky Methodologies,1,BSc Biology_Year_1
BIO-138,BSc Biology,Re-Intermediate Killer E-Services,2,BSc Biology_Year_2
BIO-765,BSc Biology,Deliver 24/365 Synergies,2,BSc Biology_Year_2
BIO-112,BSc Biology,Deliver Open-Source Deliverables,2,BSc Biology_Year_2
BIO-110,BSc Biology,Strategize Efficient Relationships,2,BSc Biology_Year_2
BIO-917,BSc Biology,Re-Contextualize Innovative Eyeballs,2,BSc Biology_Year_2
BIO-259,BSc Biology,Repurpose Rich Supply-Chains,2,BSc Biology_Year_2
BIO-955,BSc Biology,Leverage Strategic Applications,2,BSc Biology_Year_2
BIO-973,BSc Biology,Benchmark Front-End Applications,2,BSc Biology_Year_2
BIO-759,BSc Biology,Grow Robust Deliverables,2,BSc Biology_Year_2
BIO-566,BSc Biology,Optimize Clicks-And-Mortar Users,2,BSc Biology_Year_2
BIO-561,BSc Biology,Transition One-To-One Technologies,3,BSc Biology_Year_3
BIO-580,BSc Biology,Transform Virtual Supply-Chains,3,BSc Biology_Year_3
BIO-972,BSc Biology,Disintermediate B2C Models,3,BSc Biology_Year_3
BIO-565,BSc Biology,Seize B2B Portals,3,BSc Biology_Year_3
BIO-861,BSc Biology,Whiteboard Magnetic Mindshare,3,BSc Biology_Year_3
BIO-183,BSc Biology,Grow Best-Of-Breed Portals,3,BSc Biology_Year_3
BIO-887,BSc Biology,Whiteboard Transparent Portals,3,BSc Biology_Year_3
BIO-150,BSc Biology,Deploy Cross-Media Deliverables,3,BSc Biology_Year_3
BIO-170,BSc Biology,Re-Intermediate Global Channels,3,BSc Biology_Year_3
BIO-331,BSc Biology,Optimize User-Centric Relationships,3,BSc Biology_Year_3
BIO-748,BSc Biology,Orchestrate End-To-End Niches,4,BSc Biology_Year_4
BIO-683,BSc Biology,Drive Collaborative Infrastructures,4,BSc Biology_Year_4
BIO-568,BSc Biology,Optimize Strategic Platforms,4,BSc Biology_Year_4
BIO-661,BSc Biology,Facilitate Granular Mindshare,4,BSc Biology_Year_4
BIO-822,BSc Biology,Harness Compelling Supply-Chains,4,BSc Biology_Year_4
BIO-810,BSc Biology,Redefine Impactful Web Services,4,BSc Biology_Year_4
BIO-731,BSc Biology,Transform Cross-Media Infrastructures,4,BSc Biology_Year_4
BIO-299,BSc Biology,Utilize Dot-Com Eyeballs,4,BSc Biology_Year_4
BIO-901,BSc Biology,Whiteboard Holistic Content,4,BSc Biology_Year_4
BIO-363,BSc Biology,Redefine Bleeding-Edge Mindshare,4,BSc Biology_Year_4
BIO-409,MSc Biology,Synthesize Intuitive Partnerships,1,MSc Biology_Year_1
BIO-262,MSc Biology,Whiteboard E-Business Vortals,1,MSc Biology_Year_1
BIO-998,MSc Biology,E-Enable Extensible Models,1,MSc Biology_Year_1
BIO-101,MSc Biology,Scale Turn-Key Platforms,1,MSc Biology_Year_1
BIO-529,MSc Biology,Productize Intuitive Functionalities,1,MSc Biology_Year_1
BIO-270,MSc Biology,Revolutionize Sticky Experiences,1,MSc Biology_Year_1
BIO-112,MSc Biology,Aggregate Synergistic Architectures,1,MSc Biology_Year_1
BIO-864,MSc Biology,Disintermediate User-Centric Synergies,1,MSc Biology_Year_1
BIO-187,MSc Biology,Grow Granular Functionalities,1,MSc Biology_Year_1
BIO-496,MSc Biology,Enhance Granular Vortals,1,MSc Biology_Year_1
BIO-971,MSc Biology,Brand Clicks-And-Mortar E-Tailers,2,MSc Biology_Year_2
BIO-725,MSc Biology,Streamline Visionary Web-Readiness,2,MSc Biology_Year_2
BIO-508,MSc Biology,Engage Integrated Action-Items,2,MSc Biology_Year_2
BIO-211,MSc Biology,Enable Out-Of-The-Box Channels,2,MSc Biology_Year_2
BIO-585,MSc Biology,Exploit Front-End Relationships,2,MSc Biology_Year_2
BIO-963,MSc Biology,Synergize User-Centric Models,2,MSc Biology_Year_2
BIO-345,MSc Biology,Iterate Best-Of-Breed Convergence,2,MSc Biology_Year_2
BIO-913,MSc Biology,Revolutionize 24/7 Architectures,2,MSc Biology_Year_2
BIO-578,MSc Biology,Monetize Open-Source Convergence,2,MSc Biology_Year_2
BIO-556,MSc Biology,Re-Intermediate Global Supply-Chains,2,MSc Biology_Year_2
BIO-473,MSc Biology,Reinvent Rich Models,3,MSc Biology_Year_3
BIO-890,MSc Biology,Transition Cross-Media Interfaces,3,MSc Biology_Year_3
BIO-442,MSc Biology,Productize Next-Generation Roi,3,MSc Biology_Year_3
BIO-135,MSc Biology,Strategize One-To-One Architectures,3,MSc Biology_Year_3
BIO-674,MSc Biology,Synergize Distributed Deliverables,3,MSc Biology_Year_3
BIO-295,MSc Biology,Empower Leading-Edge Channels,3,MSc Biology_Year_3
BIO-449,MSc Biology,Extend Cross-Media Applications,3,MSc Biology_Year_3
BIO-725,MSc Biology,Innovate Collaborative Action-Items,3,MSc Biology_Year_3
BIO-794,MSc Biology,Aggregate Distributed Synergies,3,MSc Biology_Year_3
BIO-547,MSc Biology,Re-Intermediate Integrated E-Commerce,3,MSc Biology_Year_3
BIO-859,MSc Biology,Evolve Synergistic Eyeballs,4,MSc Biology_Year_4
BIO-932,MSc Biology,Synergize Vertical E-Markets,4,MSc Biology_Year_4
BIO-831,MSc Biology,E-Enable Impactful Markets,4,MSc Biology_Year_4
BIO-844,MSc Biology,Synthesize Enterprise Initiatives,4,MSc Biology_Year_4
BIO-223,MSc Biology,Matrix End-To-End Web Services,4,MSc Biology_Year_4
BIO-491,MSc Biology,Morph Dynamic Portals,4,MSc Biology_Year_4
BIO-450,MSc Biology,Re-Contextualize Frictionless Bandwidth,4,MSc Biology_Year_4
BIO-513,MSc Biology,Redefine Bleeding-Edge Technologies,4,MSc Biology_Year_4
BIO-935,MSc Biology,Expedite Bricks-And-Clicks Platforms,4,MSc Biology_Year_4
BIO-909,MSc Biology,Transition Scalable Action-Items,4,MSc Biology_Year_4
BIO-193,PhD Biology,Facilitate Turn-Key E-Business,1,PhD Biology_Year_1
BIO-993,PhD Biology,Re-Contextualize Next-Generation Synergies,1,PhD Biology_Year_1
BIO-933,PhD Biology,Transition Efficient Action-Items,1,PhD Biology_Year_1
